State,Date,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10
North Dakota,2020-04-01,"scared, sick, the only one, right now, dangerous","event, because of the, cancel, this year, events","flu, a little, thing, more than, influenza","inform yourself about, be smart, avoid, fear of, coughs","it's, give, thinking, gonna get, giving","the spread of, to prevent, should be, mfs, wash their hands","infection, be safe from, happening, to be racist, care about","die, catch, so far, at this point, die from the","safe, will be, because of, market, industry","give, alcohol, apparently, washing your hands, sanitizer"
North Dakota,2020-04-02,"will be, do you think, apparently, victims, die","hope, contract, dying, cough, would be","virus, idiot, human, 19, test positive for","it's, give, thinking, gonna get, giving","school, close, bc of, gonna, schools","cases, update, infected, confirmed, increase","cure, world, made, imagine, ebola","scared, sick, the only one, right now, dangerous","virus, to avoid, killing, fight, viruses","catch, hope, thing, cuz, karma"
North Dakota,2020-04-03,"immune to the, immune to, you are immune, ate, if you ever","panic, basically, response to, let's, city","flu, hysteria, rate, worried about the, symptoms","china, made, week, government, wuhan","gonna be, cancelled, 2020, will be, summer","hit, thing, economy, won't, bill","media, information, it would be, scare, at least","travel, scare, stupid, stuff, mad",", catching, afraid of, talking about, y'all","world, wash your hands, end, release, the end of"
North Dakota,2020-04-04,"virus, to avoid, killing, fight, viruses","pandemic, business, start, dance, cures","bc, news, coming, what's, suddenly","flu, hysteria, rate, worried about the, symptoms","gonna, word, bring, tweets, town","hope, contract, dying, cough, would be","test, risk, free, stand, police",", catching, afraid of, talking about, y'all","immune to the, immune to, you are immune, ate, if you ever","sick, days, coming, give me, months"
North Dakota,2020-04-05,"vaccine, there is no, report, free, funding","symptoms, go to work, symptoms of, catching, experts","virus, idiot, human, 19, test positive for","gonna be, cancelled, 2020, will be, summer","face, touch, train, bc, your face","school, close, bc of, gonna, schools","case of, case, confirmed, in my county, first case of","cure, world, made, imagine, ebola","virus, chinese, in china, spreading, started","worldwide, ny, in this place, waiting for, russia"
North Dakota,2020-04-06,"it's, give, thinking, gonna get, giving","impact, states, panic, give, health","immune to the, immune to, you are immune, ate, if you ever","stop, spreading, going to, we need to, the only thing","there's, person, test, isn't, ship","going to, fight, going to be, this year, because of","sick, days, coming, give me, months","hope, doesn't, spreading, stop, i really hope","advice, email, clear, positive for, latest","beer, cure, thought, americans, drinking"
North Dakota,2020-04-07,"china, made, week, government, wuhan","case of, case, confirmed, in my county, first case of","kills, players, lysol, simply, tv","immune to the, immune to, you are immune, ate, if you ever","vaccine, there is no, report, free, funding","country, in india, beat, biggest, india","right now, coughing, to deal with, bs, worry about","virus, chinese, in china, spreading, started","house, will be, ago, asked, mf","made, disease, office, joke, ill"
North Dakota,2020-04-08,"thing, stupid, drink, numbers, trump","worldwide, ny, in this place, waiting for, russia","gonna, word, bring, tweets, town","flu, hysteria, rate, worried about the, symptoms","gonna be, cancelled, 2020, will be, summer","government, plan, trump's, start, quarantine","immune to the, immune to, you are immune, ate, if you ever","death, i guess, made in china, 1st, be careful","virus, how do you, pakistan, awareness, might have","there's, person, test, isn't, ship"
North Dakota,2020-04-09,"tests, testing, free, tested, tested for","symptoms, go to work, symptoms of, catching, experts","school, close, bc of, gonna, schools","due to, italy, trip, washington, area","face, touch, train, bc, your face","patient, quarantine, tested positive for, hospital, case","cases, county, case, usa, updates","right now, coughing, to deal with, bs, worry about","control, 2020, at this point, challenge, country","cases, there are, cases of, uk, in the uk"
North Dakota,2020-04-10,"pandemic, business, start, dance, cures","event, because of the, cancel, this year, events","safe, will be, because of, market, industry","taking, caught, going around, thought, y'all","trending, pray, trumpvirus, coronvirus, cornoravirus","vaccine, there is no, report, free, funding","advice, email, clear, positive for, latest","made, disease, office, joke, ill","city, state, live, welp, florida","media, information, it would be, scare, at least"
North Dakota,2020-04-11,"hit, thing, economy, won't, bill","hope, doesn't, spreading, stop, i really hope","government, plan, trump's, start, quarantine","there's, person, test, isn't, ship","worldwide, ny, in this place, waiting for, russia","virus, how do you, pakistan, awareness, might have","stop, jokes, asians, cure, racism","iran, thread, died, die, in","pandemic, business, start, dance, cures","patient, quarantine, tested positive for, hospital, case"
North Dakota,2020-04-12,"country, reported, guess, breaking, week","hope, contract, dying, cough, would be","years, have been, de, killed, i feel like","inform yourself about, be smart, avoid, fear of, coughs","made, disease, office, joke, ill","hope, doesn't, spreading, stop, i really hope","deaths, cases, total, breaking, new cases of","vaccine, there is no, report, free, funding","event, because of the, cancel, this year, events","mask, masks, wearing, prevent, worried about"
North Dakota,2020-04-13,"event, because of the, cancel, this year, events","deaths, cases, total, breaking, new cases of","trending, pray, trumpvirus, coronvirus, cornoravirus","news, heard, due to the, has been, plan","started, brexit, blame, problem, eu","inform yourself about, be smart, avoid, fear of, coughs","flights, flight, because of, countries, air","it's, isn't, calling, called, thinking","virus, idiot, human, 19, test positive for","cases, there are, cases of, uk, in the uk"
North Dakota,2020-04-14,"hope, contract, dying, cough, would be","due to the, at work, empty, bc of the, travel","symptoms, go to work, symptoms of, catching, experts","pandemic, business, start, dance, cures","panic, basically, response to, let's, city","will be, do you think, apparently, victims, die","virus, test, doctor, safe, inside","event, because of the, cancel, this year, events","fear, no one, media, panic, a pandemic","it's, give, thinking, gonna get, giving"
North Dakota,2020-04-15,"it's, give, thinking, gonna get, giving","kills, players, lysol, simply, tv","right now, coughing, to deal with, bs, worry about","flu, hysteria, rate, worried about the, symptoms","iran, thread, died, die, in","immune to the, immune to, you are immune, ate, if you ever","hit, thing, economy, won't, bill","media, information, it would be, scare, at least","die, catch, so far, at this point, die from the","fears, due to, numbers, amid, hits"
North Dakota,2020-04-16,"flu, hysteria, rate, worried about the, symptoms","because of the, online, right now, situation, china","school, close, bc of, gonna, schools","cancelled, due to, school, students, classes","virus, idiot, human, 19, test positive for","going to, fight, going to be, this year, because of","china, made, week, government, wuhan","china, iran, world, handling, created","virus, chinese, in china, spreading, started","fear, no one, media, panic, a pandemic"
North Dakota,2020-04-17,"inform yourself about, be smart, avoid, fear of, coughs","safe, will be, because of, market, industry","it's, give, thinking, gonna get, giving","reduce your risk, let's, shake, common, trying to get","flights, flight, because of, countries, air","tests, testing, free, tested, tested for","going to, fight, going to be, this year, because of","it's, interesting, scary, children, badly","advice, email, clear, positive for, latest","wash, clean, your hands, some people, hearing"
North Dakota,2020-04-18,"cases, county, case, usa, updates","stop, jokes, asians, cure, racism","country, reported, guess, breaking, week","china, iran, world, handling, created","death, i guess, made in china, 1st, be careful","years, have been, de, killed, i feel like","the spread of, to prevent, should be, mfs, wash their hands","house, will be, ago, asked, mf","die, catch, so far, at this point, die from the","started, brexit, blame, problem, eu"
North Dakota,2020-04-19,"country, reported, guess, breaking, week","will be, do you think, apparently, victims, die","face, touch, train, bc, your face","reduce your risk, let's, shake, common, trying to get","cases, county, case, usa, updates","because of, cancel, hygiene, economy, surely","scared, sick, the only one, right now, dangerous","vaccine, there is no, report, free, funding","stop, jokes, asians, cure, racism","due to the, at work, empty, bc of the, travel"
North Dakota,2020-04-20,"it's, give, thinking, gonna get, giving","patient, quarantine, tested positive for, hospital, case","case of, case, confirmed, in my county, first case of","virus, test, doctor, safe, inside","death, i guess, made in china, 1st, be careful","fears, due to, numbers, amid, hits","cases, county, case, usa, updates","flights, flight, because of, countries, air","tests, testing, free, tested, tested for","due to the, at work, empty, bc of the, travel"
North Dakota,2020-04-21,"it's, give, thinking, gonna get, giving","trending, pray, trumpvirus, coronvirus, cornoravirus","virus, chinese, in china, spreading, started","hope, contract, dying, cough, would be","due to, italy, trip, washington, area","stop, jokes, asians, cure, racism","cases, there are, cases of, uk, in the uk","face, touch, train, bc, your face","taking, caught, going around, thought, y'all","cases, update, infected, confirmed, increase"
North Dakota,2020-04-22,"scared, sick, the only one, right now, dangerous","cases, there are, cases of, uk, in the uk","positive, case, confirmed, yesterday, cases","china, iran, world, handling, created","panic, basically, response to, let's, city","control, 2020, at this point, challenge, country","sick, days, coming, give me, months","due to, italy, trip, washington, area","test, risk, free, stand, police","made, disease, office, joke, ill"
North Dakota,2020-04-23,"school, close, bc of, gonna, schools","flu, hysteria, rate, worried about the, symptoms","makes, thing, making, cough, worse","test, risk, free, stand, police","china, made, week, government, wuhan","stop, jokes, asians, cure, racism","news, live, nyc, confirmed, cancel","hope, doesn't, spreading, stop, i really hope","die, catch, so far, at this point, die from the","patient, quarantine, tested positive for, hospital, case"
North Dakota,2020-04-24,"positive, case, confirmed, yesterday, cases","government, plan, trump's, start, quarantine","cases, there are, cases of, uk, in the uk","flu, hysteria, rate, worried about the, symptoms","virus, test, doctor, safe, inside","stop, spreading, going to, we need to, the only thing","gonna, word, bring, tweets, town","reduce your risk, let's, shake, common, trying to get","face, touch, train, bc, your face","going to, fight, going to be, this year, because of"
North Dakota,2020-04-25,"virus, test, doctor, safe, inside","cure, world, made, imagine, ebola","china, iran, world, handling, created","gonna, word, bring, tweets, town","buying, water, because of, paper, panic buying","made, disease, office, joke, ill","going to, fight, going to be, this year, because of","it's, give, thinking, gonna get, giving","media, information, it would be, scare, at least","hope, contract, dying, cough, would be"
North Dakota,2020-04-26,"due to, italy, trip, washington, area",", catching, afraid of, talking about, y'all","it's, give, thinking, gonna get, giving","because of the, online, right now, situation, china","flu, hysteria, rate, worried about the, symptoms","government, plan, trump's, start, quarantine","virus, to avoid, killing, fight, viruses","buy, because of the, gonna, stock, masks","fear, no one, media, panic, a pandemic","makes, thing, making, cough, worse"
North Dakota,2020-04-27,", catching, afraid of, talking about, y'all","death, i guess, made in china, 1st, be careful","government, plan, trump's, start, quarantine","die, catch, so far, at this point, die from the","trump, president, election, spreading, america","thing, stupid, drink, numbers, trump","makes, thing, making, cough, worse","patient, quarantine, tested positive for, hospital, case","iran, thread, died, die, in","give, alcohol, apparently, washing your hands, sanitizer"
North Dakota,2020-04-28,"right now, coughing, to deal with, bs, worry about","infection, be safe from, happening, to be racist, care about","it's, give, thinking, gonna get, giving","started, brexit, blame, problem, eu","gonna, word, bring, tweets, town","death, i guess, made in china, 1st, be careful","symptoms, go to work, symptoms of, catching, experts","years, have been, de, killed, i feel like","kills, players, lysol, simply, tv","stop, spreading, going to, we need to, the only thing"
North Dakota,2020-04-29,"virus, chinese, in china, spreading, started","impact, states, panic, give, health","give, alcohol, apparently, washing your hands, sanitizer","control, 2020, at this point, challenge, country","sick, days, coming, give me, months","event, because of the, cancel, this year, events","panic, basically, response to, let's, city","cases, there are, cases of, uk, in the uk","vaccine, there is no, report, free, funding","safe, will be, because of, market, industry"
North Dakota,2020-04-30,"inform yourself about, be smart, avoid, fear of, coughs","it's, give, thinking, gonna get, giving","news, live, nyc, confirmed, cancel","makes, thing, making, cough, worse","stop, jokes, asians, cure, racism","fears, due to, numbers, amid, hits","gonna be, cancelled, 2020, will be, summer","hope, doesn't, spreading, stop, i really hope","hit, thing, economy, won't, bill","sick, days, coming, give me, months"
North Dakota,2020-05-01,"years, have been, de, killed, i feel like","due to, italy, trip, washington, area","panic, basically, response to, let's, city","trump, president, election, spreading, america","makes, thing, making, cough, worse","virus, to avoid, killing, fight, viruses","news, heard, due to the, has been, plan","country, in india, beat, biggest, india","school, close, bc of, gonna, schools","patients, hospital, doctors, nhs, live"
North Dakota,2020-05-02,"bc, news, coming, what's, suddenly","the spread of, to prevent, should be, mfs, wash their hands","control, 2020, at this point, challenge, country","flu, hysteria, rate, worried about the, symptoms","school, close, bc of, gonna, schools","makes, thing, making, cough, worse","due to, italy, trip, washington, area","gonna be, cancelled, 2020, will be, summer","china, made, week, government, wuhan","patients, hospital, doctors, nhs, live"
North Dakota,2020-05-03,"virus, test, doctor, safe, inside","death, i guess, made in china, 1st, be careful","it's, give, thinking, gonna get, giving","flu, hysteria, rate, worried about the, symptoms","gonna, word, bring, tweets, town","case of, case, confirmed, in my county, first case of","inform yourself about, be smart, avoid, fear of, coughs","immune to the, immune to, you are immune, ate, if you ever","going to, fight, going to be, this year, because of","iran, thread, died, die, in"
North Dakota,2020-05-04,"buying, water, because of, paper, panic buying","country, reported, guess, breaking, week","inform yourself about, be smart, avoid, fear of, coughs","cases, update, infected, confirmed, increase","made, disease, office, joke, ill","virus, idiot, human, 19, test positive for","fear, no one, media, panic, a pandemic","news, heard, due to the, has been, plan","trump, pence, response, crisis, trump","event, because of the, cancel, this year, events"
North Dakota,2020-05-05,"flu, hysteria, rate, worried about the, symptoms","hope, doesn't, spreading, stop, i really hope","event, because of the, cancel, this year, events","cancelled, due to, school, students, classes","gonna be, cancelled, 2020, will be, summer","panic, basically, response to, let's, city","the spread of, to prevent, should be, mfs, wash their hands","flu, a little, thing, more than, influenza","hope, contract, dying, cough, would be","patients, hospital, doctors, nhs, live"
Ohio,2020-01-01,"impact, states, panic, give, health","travel, scare, stupid, stuff, mad","house, will be, ago, asked, mf","years, have been, de, killed, i feel like","buying, water, because of, paper, panic buying","symptoms, go to work, symptoms of, catching, experts","gonna be, cancelled, 2020, will be, summer","death, i guess, made in china, 1st, be careful","mask, masks, wearing, prevent, worried about","immune to the, immune to, you are immune, ate, if you ever"
Ohio,2020-01-02,"impact, states, panic, give, health","stop, jokes, asians, cure, racism","read, news, article, thread, cover","going to, because of the, imagine, should be, hit","face, touch, train, bc, your face","years, have been, de, killed, i feel like","buying, water, because of, paper, panic buying","started, brexit, blame, problem, eu","flu, hysteria, rate, worried about the, symptoms","person, lives, looks like, biden, boomers"
Ohio,2020-01-03,"person, lives, looks like, biden, boomers","wash, clean, your hands, some people, hearing","foxnews alert, breaking, death, state of emergency, australia","buying, water, because of, paper, panic buying","gonna, word, bring, tweets, town","virus, idiot, human, 19, test positive for","country, in india, beat, biggest, india","impact, states, panic, give, health",,
Ohio,2020-01-04,"event, because of the, cancel, this year, events","cancelled, due to, school, students, classes","death, i guess, made in china, 1st, be careful","makes, thing, making, cough, worse","fears, due to, numbers, amid, hits","hit, thing, economy, won't, bill","gonna be, cancelled, 2020, will be, summer","because of, cancel, hygiene, economy, surely","it's, give, thinking, gonna get, giving",
Ohio,2020-01-05,"case of, case, confirmed, in my county, first case of","patients, hospital, doctors, nhs, live","right now, coughing, to deal with, bs, worry about","it's, interesting, scary, children, badly","kills, players, lysol, simply, tv","world, wash your hands, end, release, the end of","stop, jokes, asians, cure, racism","virus, idiot, human, 19, test positive for","gonna be, cancelled, 2020, will be, summer","school, close, bc of, gonna, schools"
Ohio,2020-01-06,"flu, hysteria, rate, worried about the, symptoms","wash, clean, your hands, some people, hearing","it's, interesting, scary, children, badly","deaths, cases, total, breaking, new cases of","impact, states, panic, give, health","safe, will be, because of, market, industry","virus, test, doctor, safe, inside","face, touch, train, bc, your face","scared, sick, the only one, right now, dangerous","bc, news, coming, what's, suddenly"
Ohio,2020-01-07,"made, disease, office, joke, ill","case of, case, confirmed, in my county, first case of","symptoms, go to work, symptoms of, catching, experts","the spread of, to prevent, should be, mfs, wash their hands","stop, jokes, asians, cure, racism","catch, hope, thing, cuz, karma","buying, water, because of, paper, panic buying","cases, update, infected, confirmed, increase","kills, players, lysol, simply, tv","control, 2020, at this point, challenge, country"
Ohio,2020-01-08,"school, close, bc of, gonna, schools","impact, states, panic, give, health","kills, players, lysol, simply, tv","cases, county, case, usa, updates","death, i guess, made in china, 1st, be careful","hope, contract, dying, cough, would be","flu, hysteria, rate, worried about the, symptoms","hope, doesn't, spreading, stop, i really hope","china, made, week, government, wuhan","years, have been, de, killed, i feel like"
Ohio,2020-01-09,"buying, water, because of, paper, panic buying","flu, hysteria, rate, worried about the, symptoms","news, live, nyc, confirmed, cancel","beer, cure, thought, americans, drinking","death, i guess, made in china, 1st, be careful","control, 2020, at this point, challenge, country","face, touch, train, bc, your face","bc, news, coming, what's, suddenly","stop, jokes, asians, cure, racism","test, risk, free, stand, police"
Ohio,2020-01-10,"person, lives, looks like, biden, boomers","stop, jokes, asians, cure, racism","gonna be, cancelled, 2020, will be, summer","inform yourself about, be smart, avoid, fear of, coughs","trump, president, election, spreading, america","patients, hospital, doctors, nhs, live","symptoms, go to work, symptoms of, catching, experts","due to the, at work, empty, bc of the, travel","sick, days, coming, give me, months","stop, spreading, going to, we need to, the only thing"
Ohio,2020-01-11,"death, i guess, made in china, 1st, be careful","vaccine, there is no, report, free, funding","virus, how do you, pakistan, awareness, might have","reduce your risk, let's, shake, common, trying to get","impact, states, panic, give, health","trump, pence, response, crisis, trump","sick, days, coming, give me, months","stop, spreading, going to, we need to, the only thing","school, close, bc of, gonna, schools","trump, president, election, spreading, america"
Ohio,2020-01-12,"scared, sick, the only one, right now, dangerous","foxnews alert, breaking, death, state of emergency, australia","kills, players, lysol, simply, tv","symptoms, go to work, symptoms of, catching, experts","impact, states, panic, give, health","school, close, bc of, gonna, schools","flu, hysteria, rate, worried about the, symptoms","death, i guess, made in china, 1st, be careful","years, have been, de, killed, i feel like","sick, days, coming, give me, months"
Ohio,2020-01-13,"hope, contract, dying, cough, would be","death, i guess, made in china, 1st, be careful","gonna be, cancelled, 2020, will be, summer","impact, states, panic, give, health","symptoms, go to work, symptoms of, catching, experts","makes, thing, making, cough, worse","cases, county, case, usa, updates","panic, basically, response to, let's, city","foxnews alert, breaking, death, state of emergency, australia","years, have been, de, killed, i feel like"
Ohio,2020-01-14,"death, i guess, made in china, 1st, be careful","trending, pray, trumpvirus, coronvirus, cornoravirus","catch, hope, thing, cuz, karma","gonna be, cancelled, 2020, will be, summer","it's, i've, racist, hold, memes","city, state, live, welp, florida","makes, thing, making, cough, worse","positive, case, confirmed, yesterday, cases","hope, doesn't, spreading, stop, i really hope","hope, contract, dying, cough, would be"
Ohio,2020-01-15,"impact, states, panic, give, health","infection, be safe from, happening, to be racist, care about","event, because of the, cancel, this year, events","foxnews alert, breaking, death, state of emergency, australia","will be, do you think, apparently, victims, die","wash, clean, your hands, some people, hearing","die, catch, so far, at this point, die from the","right now, coughing, to deal with, bs, worry about","virus, to avoid, killing, fight, viruses","mask, masks, wearing, prevent, worried about"
Ohio,2020-01-16,"kills, players, lysol, simply, tv","face, touch, train, bc, your face","symptoms, go to work, symptoms of, catching, experts","death, i guess, made in china, 1st, be careful","china, iran, world, handling, created","virus, test, doctor, safe, inside","news, live, nyc, confirmed, cancel","going to, because of the, imagine, should be, hit","thing, stupid, drink, numbers, trump",
Ohio,2020-01-17,"death, i guess, made in china, 1st, be careful","due to the, at work, empty, bc of the, travel","stop, jokes, asians, cure, racism","symptoms, go to work, symptoms of, catching, experts","travel, scare, stupid, stuff, mad","the spread of, to prevent, should be, mfs, wash their hands","give, alcohol, apparently, washing your hands, sanitizer","cancelled, due to, school, students, classes","beer, cure, thought, americans, drinking","reduce your risk, let's, shake, common, trying to get"
Ohio,2020-01-18,"stop, spreading, going to, we need to, the only thing","impact, states, panic, give, health","panic, basically, response to, let's, city","thing, stupid, drink, numbers, trump","cancelled, due to, school, students, classes","person, lives, looks like, biden, boomers","die, catch, so far, at this point, die from the","immune to the, immune to, you are immune, ate, if you ever","hope, contract, dying, cough, would be","stop, jokes, asians, cure, racism"
Ohio,2020-01-19,"flu, hysteria, rate, worried about the, symptoms","sick, days, coming, give me, months","cases, update, infected, confirmed, increase",", catching, afraid of, talking about, y'all","tests, testing, free, tested, tested for","pandemic, business, start, dance, cures","gonna, word, bring, tweets, town","stop, jokes, asians, cure, racism",,
Ohio,2020-01-20,"gonna be, cancelled, 2020, will be, summer","advice, email, clear, positive for, latest","country, in india, beat, biggest, india","impact, states, panic, give, health","the spread of, to prevent, should be, mfs, wash their hands","event, because of the, cancel, this year, events","right now, coughing, to deal with, bs, worry about","going to, because of the, imagine, should be, hit","there's, person, test, isn't, ship","school, close, bc of, gonna, schools"
Ohio,2020-01-21,"stop, jokes, asians, cure, racism","catch, hope, thing, cuz, karma","going to, fight, going to be, this year, because of","face, touch, train, bc, your face","hope, contract, dying, cough, would be","going to, because of the, imagine, should be, hit","kills, players, lysol, simply, tv","test, risk, free, stand, police","bc, news, coming, what's, suddenly","stop, spreading, going to, we need to, the only thing"
Ohio,2020-01-22,"foxnews alert, breaking, death, state of emergency, australia","symptoms, go to work, symptoms of, catching, experts","gonna be, cancelled, 2020, will be, summer","hope, contract, dying, cough, would be","virus, to avoid, killing, fight, viruses","infection, be safe from, happening, to be racist, care about","test, risk, free, stand, police",", catching, afraid of, talking about, y'all","the spread of, to prevent, should be, mfs, wash their hands","stop, jokes, asians, cure, racism"
Ohio,2020-01-23,"going to, because of the, imagine, should be, hit","deaths, cases, total, breaking, new cases of","stop, jokes, asians, cure, racism","country, in india, beat, biggest, india","death, i guess, made in china, 1st, be careful","hope, doesn't, spreading, stop, i really hope","makes, thing, making, cough, worse","due to, italy, trip, washington, area","hope, contract, dying, cough, would be","media, information, it would be, scare, at least"
Ohio,2020-01-24,"virus, how do you, pakistan, awareness, might have","it's, i've, racist, hold, memes","hope, contract, dying, cough, would be","will be, do you think, apparently, victims, die","country, in india, beat, biggest, india","taking, caught, going around, thought, y'all","the spread of, to prevent, should be, mfs, wash their hands","virus, idiot, human, 19, test positive for","reduce your risk, let's, shake, common, trying to get","wash, clean, your hands, some people, hearing"
Ohio,2020-01-25,"there's, person, test, isn't, ship","impact, states, panic, give, health","gonna be, cancelled, 2020, will be, summer","give, alcohol, apparently, washing your hands, sanitizer","flights, flight, because of, countries, air","person, lives, looks like, biden, boomers","death, i guess, made in china, 1st, be careful","makes, thing, making, cough, worse","country, in india, beat, biggest, india","safe, will be, because of, market, industry"
Ohio,2020-01-26,"virus, to avoid, killing, fight, viruses","hope, contract, dying, cough, would be","right now, coughing, to deal with, bs, worry about","flu, hysteria, rate, worried about the, symptoms","hope, doesn't, spreading, stop, i really hope","news, heard, due to the, has been, plan","there's, person, test, isn't, ship","symptoms, go to work, symptoms of, catching, experts","reduce your risk, let's, shake, common, trying to get","face, touch, train, bc, your face"
Ohio,2020-01-27,"kills, players, lysol, simply, tv","death, i guess, made in china, 1st, be careful","thing, stupid, drink, numbers, trump","positive, case, confirmed, yesterday, cases","pandemic, business, start, dance, cures","flights, flight, because of, countries, air",,,,
Ohio,2020-01-28,"wash, clean, your hands, some people, hearing","gonna be, cancelled, 2020, will be, summer","gonna, word, bring, tweets, town","death, i guess, made in china, 1st, be careful","going to, because of the, imagine, should be, hit","it's, i've, racist, hold, memes","bc, news, coming, what's, suddenly","kills, players, lysol, simply, tv","hope, contract, dying, cough, would be","sick, days, coming, give me, months"
Ohio,2020-01-29,"taking, caught, going around, thought, y'all","mask, masks, wearing, prevent, worried about","hope, doesn't, spreading, stop, i really hope","gonna be, cancelled, 2020, will be, summer","stop, spreading, going to, we need to, the only thing","years, have been, de, killed, i feel like","death, i guess, made in china, 1st, be careful","trending, pray, trumpvirus, coronvirus, cornoravirus","die, catch, so far, at this point, die from the","give, alcohol, apparently, washing your hands, sanitizer"
Ohio,2020-01-30,"catch, hope, thing, cuz, karma","die, catch, so far, at this point, die from the","impact, states, panic, give, health","hope, doesn't, spreading, stop, i really hope","death, i guess, made in china, 1st, be careful","event, because of the, cancel, this year, events","it's, give, thinking, gonna get, giving","going to, fight, going to be, this year, because of","buy, because of the, gonna, stock, masks","virus, test, doctor, safe, inside"
Ohio,2020-01-31,"hope, doesn't, spreading, stop, i really hope","give, alcohol, apparently, washing your hands, sanitizer","school, close, bc of, gonna, schools","beer, cure, thought, americans, drinking","stop, spreading, going to, we need to, the only thing","stop, jokes, asians, cure, racism","years, have been, de, killed, i feel like","flu, a little, thing, more than, influenza","impact, states, panic, give, health","die, catch, so far, at this point, die from the"
Ohio,2020-02-01,"kills, players, lysol, simply, tv","death, i guess, made in china, 1st, be careful","thing, stupid, drink, numbers, trump","flu, hysteria, rate, worried about the, symptoms","news, heard, due to the, has been, plan","house, will be, ago, asked, mf","hope, doesn't, spreading, stop, i really hope","gonna, word, bring, tweets, town","due to the, at work, empty, bc of the, travel","gonna be, cancelled, 2020, will be, summer"
Ohio,2020-02-02,"hope, contract, dying, cough, would be","virus, idiot, human, 19, test positive for","tests, testing, free, tested, tested for","impact, states, panic, give, health","country, reported, guess, breaking, week","kills, players, lysol, simply, tv","flu, a little, thing, more than, influenza","flights, flight, because of, countries, air","stop, spreading, going to, we need to, the only thing","right now, coughing, to deal with, bs, worry about"
Ohio,2020-02-03,"impact, states, panic, give, health","catch, hope, thing, cuz, karma","hope, doesn't, spreading, stop, i really hope","safe, will be, because of, market, industry","give, alcohol, apparently, washing your hands, sanitizer","it's, isn't, calling, called, thinking","ppl, president, cuz, would be, eating","scared, sick, the only one, right now, dangerous","gonna be, cancelled, 2020, will be, summer","going to, because of the, imagine, should be, hit"
Ohio,2020-02-04,"die, catch, so far, at this point, die from the","years, have been, de, killed, i feel like","going to, because of the, imagine, should be, hit","symptoms, go to work, symptoms of, catching, experts","travel, scare, stupid, stuff, mad","it's, isn't, calling, called, thinking","vaccine, there is no, report, free, funding","patient, quarantine, tested positive for, hospital, case","impact, states, panic, give, health","gonna be, cancelled, 2020, will be, summer"
Ohio,2020-02-05,"buying, water, because of, paper, panic buying","due to, italy, trip, washington, area","reduce your risk, let's, shake, common, trying to get","impact, states, panic, give, health","flu, a little, thing, more than, influenza","flu, hysteria, rate, worried about the, symptoms","symptoms, go to work, symptoms of, catching, experts","going to, fight, going to be, this year, because of","makes, thing, making, cough, worse","cases, update, infected, confirmed, increase"
Ohio,2020-02-06,"school, close, bc of, gonna, schools","immune to the, immune to, you are immune, ate, if you ever","read, news, article, thread, cover","buying, water, because of, paper, panic buying","scared, sick, the only one, right now, dangerous","safe, will be, because of, market, industry","flu, hysteria, rate, worried about the, symptoms","made, disease, office, joke, ill","gonna, word, bring, tweets, town","gonna be, cancelled, 2020, will be, summer"
Ohio,2020-02-07,"trending, pray, trumpvirus, coronvirus, cornoravirus","school, close, bc of, gonna, schools","buying, water, because of, paper, panic buying","flu, hysteria, rate, worried about the, symptoms","impact, states, panic, give, health","death, i guess, made in china, 1st, be careful","give, alcohol, apparently, washing your hands, sanitizer","it's, i've, racist, hold, memes","hit, thing, economy, won't, bill","gonna be, cancelled, 2020, will be, summer"
Ohio,2020-02-08,"travel, scare, stupid, stuff, mad","going to, because of the, imagine, should be, hit","virus, chinese, in china, spreading, started","it's, give, thinking, gonna get, giving","death, i guess, made in china, 1st, be careful","news, heard, due to the, has been, plan","gonna be, cancelled, 2020, will be, summer","scared, sick, the only one, right now, dangerous","mask, masks, wearing, prevent, worried about","worldwide, ny, in this place, waiting for, russia"
Ohio,2020-02-09,"buying, water, because of, paper, panic buying","news, heard, due to the, has been, plan","country, in india, beat, biggest, india","immune to the, immune to, you are immune, ate, if you ever","beer, cure, thought, americans, drinking","symptoms, go to work, symptoms of, catching, experts","taking, caught, going around, thought, y'all","house, will be, ago, asked, mf","tests, testing, free, tested, tested for","virus, how do you, pakistan, awareness, might have"
Ohio,2020-02-10,"travel, scare, stupid, stuff, mad","makes, thing, making, cough, worse","flights, flight, because of, countries, air","wash, clean, your hands, some people, hearing","impact, states, panic, give, health","virus, to avoid, killing, fight, viruses","it's, give, thinking, gonna get, giving","taking, caught, going around, thought, y'all","hit, thing, economy, won't, bill","event, because of the, cancel, this year, events"
Ohio,2020-02-11,"virus, idiot, human, 19, test positive for","impact, states, panic, give, health","face, touch, train, bc, your face","the spread of, to prevent, should be, mfs, wash their hands","gonna be, cancelled, 2020, will be, summer","sick, days, coming, give me, months","symptoms, go to work, symptoms of, catching, experts","going to, fight, going to be, this year, because of","virus, to avoid, killing, fight, viruses","cancelled, due to, school, students, classes"
Ohio,2020-02-12,"die, catch, so far, at this point, die from the","impact, states, panic, give, health","wash, clean, your hands, some people, hearing","buying, water, because of, paper, panic buying","case of, case, confirmed, in my county, first case of","stop, jokes, asians, cure, racism","virus, idiot, human, 19, test positive for","virus, to avoid, killing, fight, viruses","china, iran, world, handling, created","symptoms, go to work, symptoms of, catching, experts"
