State,Date,Word Count,Relative Twitter Sentiment,Relative Twitter Anxiety,Relative Twitter Loneliness
Texas,2020-06-05,468137,-1.7523878228795178,1.5950742129142323,-0.010859572128425454
Texas,2020-06-06,372581,-1.5542129000108493,1.291713666600506,0.15935237683966327
Texas,2020-06-06,372581,-1.5542129000108493,1.291713666600506,0.15935237683966327
Texas,2020-06-07,376237,-1.4363026199515214,1.2539432284939007,0.17910115455767234
Texas,2020-06-07,376237,-1.4363026199515214,1.2539432284939007,0.17910115455767234
Texas,2020-06-08,181203,-1.191890768369369,1.145576442355316,0.259281816139095
Texas,2020-06-08,181203,-1.191890768369369,1.145576442355316,0.259281816139095
Texas,2020-06-10,208490,-1.2485979080146583,0.5453064012312805,0.2840005558425131
Texas,2020-06-10,208490,-1.2485979080146583,0.5453064012312805,0.2840005558425131
Texas,2020-06-11,198269,-1.2608445665732901,1.013869955218678,0.46237700943077586
Texas,2020-06-11,198269,-1.2608445665732901,1.013869955218678,0.46237700943077586
Texas,2020-06-12,430384,-1.194629205891026,0.8566254600429437,0.6826415410536034
Texas,2020-06-12,430384,-1.194629205891026,0.8566254600429437,0.6826415410536034
Texas,2020-06-13,397425,-1.5065796967306189,1.1222503725878845,0.646134003331722
Texas,2020-06-13,397425,-1.5065796967306189,1.1222503725878845,0.646134003331722
Texas,2020-06-14,399510,-1.47253508496374,1.1610459319032322,0.6826594132211671
Texas,2020-06-14,399510,-1.47253508496374,1.1610459319032322,0.6826594132211671
Texas,2020-06-15,455879,-1.5164222092961792,1.3197851279678792,0.7144573452385581
Texas,2020-06-15,455879,-1.5164222092961792,1.3197851279678792,0.7144573452385581
Texas,2020-06-16,126706.00004308301,-1.242925280769794,0.99909776093733,0.6752825133789138
Texas,2020-06-16,126706.00004308301,-1.242925280769794,0.99909776093733,0.6752825133789138
Texas,2020-06-17,224564,-1.2833426264289678,0.7333179577663507,0.7086728192077217
Texas,2020-06-17,224564,-1.2833426264289678,0.7333179577663507,0.7086728192077217
Texas,2020-06-18,257204,-1.2458186350486182,1.0139735950181936,0.4628236313639752
Texas,2020-06-18,257204,-1.2458186350486182,1.0139735950181936,0.4628236313639752
Texas,2020-06-19,450017,-0.9127571362256558,1.1057444018022287,0.7482827210367804
Texas,2020-06-19,450017,-0.9127571362256558,1.1057444018022287,0.7482827210367804
Texas,2020-06-22,425477,-1.0099600860701015,1.2818071987520514,0.8424417666316415
Texas,2020-06-22,425477,-1.0099600860701015,1.2818071987520514,0.8424417666316415
Texas,2020-06-23,269654,-1.3054559318089192,1.0334994889482891,0.8710542139216872
Utah,2020-03-01,9711,0.9292555186947897,-0.053144169122192116,-0.2996459424246268
Utah,2020-03-02,10836,1.6868991387440533,0.3920557796665103,1.5625991141494184
Utah,2020-03-03,12742,0.4588079338098734,-0.5793266249660689,-0.2517546709688244
Utah,2020-03-04,12602,0.0708311687274318,-0.25230446729782474,0.4513004456424262
Utah,2020-03-05,12329,1.110498169740981,-0.38797709561334653,-0.26521557481105895
Utah,2020-03-06,11131,0.8708962292894983,-0.8657936034303857,-0.5136730952275123
Utah,2020-03-07,11126,0.8147803375044921,-0.35629134367527765,0.32049842476911844
Utah,2020-03-08,10211,0.9561204742999366,-0.22956275295859024,-0.29817130750298604
Utah,2020-03-09,10787,0.39631814091662565,0.4145828321899504,-0.588581771066806
Utah,2020-03-10,11741,0.34267477266040514,-0.013991143660806636,-0.7041520426531706
Utah,2020-03-11,13193,0.01469197551320442,0.08124778109220303,-0.8398852883984034
Utah,2020-03-12,16859,0.3466516464447521,-0.13643784973641143,-1.7023622678244934
Utah,2020-03-13,15985,0.45466603189842186,0.1306092586740499,-0.3610456838277167
Utah,2020-03-14,13409,0.5093529719665174,0.3552451734701408,-0.8811393016666267
Utah,2020-03-15,12453,1.03160887489206,-0.09821706424058516,-0.4544635925904841
Utah,2020-03-16,15276,-0.04960720797049905,0.4735484576938689,-0.5549906655702399
Utah,2020-03-17,14207,0.9119499633534467,-0.41964157002878283,0.8141686136415375
Utah,2020-03-18,21147,0.7047212512592794,-0.3560807283473887,-0.9838770913039666
Utah,2020-03-19,12896,0.9135316707727582,0.22793640822055816,-0.3260990159301712
Utah,2020-03-20,14117,0.3339216801627561,-0.10172036362449116,0.258349222897805
Utah,2020-03-21,13029,0.3707288676479554,0.2727523377807492,0.32430967577266384
Utah,2020-03-22,12708,1.2216317117026756,0.5825418208506259,-0.5748821312208353
Utah,2020-03-23,16085,0.32207108540237883,0.5818407011819596,0.28661223230554966
